user_id,transaction_id,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day
144-39-8882,342576998589390,Tracy,Moore,F,89664 Steven Plains,Collegeville,PA,19426,40.1913,-75.4373,38831,Sports therapist,1994-01-06,753005055700,adults_2550_female_urban.json,81caec1b2b27763252929360e6e00a8d,2022-11-20,23:08:18,1668982098,entertainment,42.58,0,fraud_Beier LLC,40.674927,-76.26879,0,4,9,85277,18,0,6,1,59.58,36.94,35.82,3479.23,83275.34,215916.41,7,9,22,16
252-53-2688,630490859877,Michael,Alvarez,M,124 Norton Inlet Suite 490,Onsted,MI,49265,42.0295,-84.1839,4958,Public relations officer,1945-01-04,13510695250,adults_50up_male_urban.json,e8e0ef9b40025026336b554b63e0a53d,2022-10-17,05:35:32,1665981332,shopping_pos,4.38,0,fraud_Botsford Ltd,41.802062,-85.063216,0,1,11,7101,0,1,0,0,41.99,69.23,8.74,3675.94,48409.44,116114.45,6,13,19,18
837-45-3023,4689427795635460,James,Smith,M,23792 Sutton Lakes Suite 494,Irvine,CA,92620,33.7009,-117.7564,212569,"Therapist, drama",1988-03-19,4865946299,adults_2550_male_urban.json,7df4050517b00933f82fb4a2b335e6b0,2022-12-24,14:39:54,1671889194,health_fitness,48.93,0,fraud_Ratke and Sons,34.5932,-117.152509,4,6,11,44169,3,1,5,1,9.13,7.23,47.82,3969.73,60687.59,818532.72,3,13,15,23
043-72-3454,3550373509269253,Michael,Mcdaniel,M,1751 Charles Corners,Albers,IL,62215,38.532,-89.6202,1872,"Scientist, research (medical)",1977-01-05,600983646194,adults_2550_male_rural.json,08d5cd649c63965c67ba2fe2c68e5653,2022-05-07,02:08:40,1651885720,gas_transport,108.81,0,"fraud_Schaefer, Maggio and Daugherty",38.808598,-89.319187,4,5,10,66485,13,0,5,1,13.06,2.15,19.36,2444.75,39903.97,571148.6,3,3,8,25
608-39-8980,349042254465935,Bradley,Brown,M,9415 Mark Mills Suite 349,Fresno,CA,93720,36.8579,-119.7655,570271,Multimedia programmer,1987-06-03,677552245886,adults_2550_male_urban.json,63bb379d744a8ab0a363115c63115d3c,2023-01-22,23:59:21,1674428361,home,79.17,0,fraud_Ernser-Feest,36.559418,-120.519334,5,6,15,56976,22,1,6,1,80.9,12.04,59.39,3730.85,48141.72,635092.44,7,11,16,23
819-56-1890,4140927559476,Vincent,Green,M,08733 Bartlett Views,Oakland,CA,94603,37.7402,-122.171,381459,Therapeutic radiographer,1991-05-28,755762588277,adults_2550_male_urban.json,7e3612bc9d52192cc090d1dc333673e3,2022-07-15,05:08:19,1657858099,grocery_pos,54.77,0,fraud_McDermott-Weimann,37.095696,-121.75992,1,5,11,54480,13,0,4,0,47.85,81.72,32.56,571.23,76268.23,825745.18,4,8,22,24
726-40-2622,503844642853,Lauren,Wood,F,92420 Keith Shore Suite 843,Harker Heights,TX,76548,31.0286,-97.6115,26344,"Editor, commissioning",1979-10-24,659866234844,adults_2550_female_urban.json,e97bc1e228fe15caaf5d7a3add0831aa,2022-07-14,02:49:42,1657763382,misc_net,50.31,0,fraud_Kerluke PLC,30.36263,-98.599453,4,6,14,47648,20,0,3,0,29.06,88.07,44.99,1851.55,66151.92,496387.18,3,13,17,39
227-39-9841,375158223094767,Amanda,Bradley,F,5612 Cunningham Plaza Apt. 344,Amarillo,TX,79109,35.1663,-101.8868,220580,Chief Strategy Officer,1958-05-10,417952970287,adults_50up_female_urban.json,88bc838c0b582cacb8f7e9d9ae02f6d4,2022-12-18,12:16:44,1671362204,health_fitness,37.18,0,fraud_Hirthe-Beier,35.937905,-101.658188,6,6,13,65244,10,0,6,1,22.13,41.19,24.28,4869.31,99112.64,793163.04,3,13,20,23
029-52-8307,4173361503060997,Julie,Moore,F,4250 Smith Haven,Phoenixville,PA,19460,40.1267,-75.5272,40154,Education administrator,2003-10-07,13885706514,young_adults_female_urban.json,f02e204735c64b6ef82e2bef2b9b6d0b,2023-03-19,16:27:10,1679239630,kids_pets,2.91,0,fraud_Windler LLC,39.993446,-76.124233,6,7,14,30945,3,1,6,1,1.75,58.22,12.18,3891.99,78817.17,758110.78,3,11,23,11
520-62-9326,4095673727535125439,Abigail,May,F,64094 Wesley Mountain,Allenwood,NJ,8720,40.1389,-74.1122,843,Insurance account manager,1953-11-18,566216003267,adults_50up_female_rural.json,f590b75e5b677e91d5089197a829b2eb,2023-01-19,19:18:38,1674152318,home,106.86,0,fraud_Padberg-Sauer,40.546925,-74.00175,1,6,15,26599,16,0,3,0,65.45,51.51,11.63,2923.09,36871.31,319482.25,6,6,20,36
439-29-0202,213186518887757,Nathan,Johnson,M,226 Mejia Grove,Myrtle Beach,SC,29588,33.7226,-78.9782,119080,Geochemist,1976-10-17,140471169619,adults_2550_male_urban.json,64327e946a1c07e676e2fc26e24a1b0c,2022-09-14,20:57:06,1663185426,shopping_net,14.87,0,fraud_Kassulke PLC,34.245084,-78.038887,1,2,12,57547,21,1,2,0,23.36,18.62,50.86,2795.67,67895.25,23265.17,6,15,18,43
269-54-1394,343926142939687,Gary,Campos,M,185 Connor Fort,Fredericksburg,VA,22408,38.2481,-77.4681,156008,Call centre manager,1970-03-05,662887798281,adults_50up_male_urban.json,51d1c0f5685bc9c90316df670a7ba482,2022-08-16,00:27:52,1660606072,misc_pos,1.07,0,fraud_Bruen-Yost,38.584323,-77.768617,2,7,13,46661,3,1,1,0,47.89,3.79,39.25,2442.59,62411.51,982005.8,2,11,15,35
370-93-7541,4209844434495000,Brittany,Gallegos,F,8602 Diaz Oval Suite 032,Bolingbrook,IL,60440,41.6976,-88.0873,73374,Equality and diversity officer,1928-05-01,610996487691,adults_50up_female_urban.json,dd8eae6fbb8e95575da09be87c320646,2022-11-15,00:53:30,1668470010,entertainment,106.84,0,fraud_Brown-Greenholt,42.177187,-88.817537,6,10,20,27641,12,0,1,0,40.57,8.81,43.09,1892.3,61472.83,254288.09,7,13,21,26
870-05-0244,180081329911111,Paula,Macias,F,798 Brown Rue,Roslindale,MA,2131,42.2836,-71.1295,29826,Retail banker,1952-08-22,537471876678,adults_50up_female_urban.json,c904edb2608f91dae1509815084b2d84,2022-06-29,08:52:00,1656489120,grocery_pos,19.29,0,"fraud_Schoen, Kuphal and Nitzsche",43.263042,-71.263789,2,5,10,57024,4,0,2,0,56.94,63.91,24.9,3595.2,60296.27,380098.94,6,14,23,19
152-93-6363,4744288276131756,Amanda,Garza,F,006 Alexander Camp,Reading,MA,1867,42.528,-71.109,23956,Art therapist,1959-05-15,204552136285,adults_50up_female_urban.json,122c77150f6876470f65c377b0a6db07,2022-07-22,06:34:56,1658468096,misc_net,8.33,0,fraud_Kuphal-Bartoletti,41.689432,-70.657085,5,5,15,48302,22,1,4,0,5.81,31.84,38.72,4348.34,83133.61,60159.73,5,5,15,34
813-47-1536,4897479663648,Amber,Johnson,F,6575 Tom Plains,Endicott,NY,13760,42.1506,-76.0551,44264,"Surveyor, rural practice",1927-08-15,640988679005,adults_50up_female_urban.json,33089a00bd2fdb9f0ba80eb893667125,2022-12-16,19:33:29,1671215609,health_fitness,45.51,0,"fraud_Klocko, Runolfsdottir and Breitenberg",42.135994,-75.518983,4,6,14,41449,18,0,4,0,88.8,15.55,63.26,2867.11,64460.73,476186.67,3,11,13,32
623-86-6578,2611590599477459,Austin,Trevino,M,517 John Cove,State University,AR,72467,35.8422,-90.6735,303,Prison officer,1969-04-21,730173349647,adults_50up_male_rural.json,5b4f3f92049b789a42adcbd150594b8a,2023-02-19,21:46:55,1676839615,kids_pets,22.95,0,fraud_Schoen Ltd,35.596417,-91.143062,4,8,14,55786,22,1,6,1,25.48,50.3,11.18,3735.78,27884.49,451197.89,4,6,17,19
120-72-8514,180080434702241,Edward,Mason,M,2382 Mclaughlin Cape,New Port Richey,FL,34655,28.2129,-82.6807,115083,Animal nutritionist,1981-12-20,919903565417,adults_2550_male_urban.json,7b05527f5dd77b2082796444de80cdb6,2022-12-13,12:46:49,1670932009,food_dining,5.62,0,fraud_O'Hara-Wilderman,27.79086,-82.561164,4,9,17,66679,10,0,1,0,42.89,51.75,24.85,1339.11,57173.44,604091.06,0,10,21,18
475-83-0782,5221381025040227,Mary,Watson,F,36653 Kimberly Loaf Suite 259,Wasilla,AK,99654,61.5923,-149.3959,52168,IT sales professional,1975-02-13,826896527564,adults_2550_female_urban.json,0d2d06fc863e69366ecc51b0f33c3e94,2022-12-03,23:54:31,1670108071,food_dining,68.41,0,"fraud_Reinger, Weissnat and Strosin",62.250162,-149.11628,4,4,10,7309,17,0,5,1,57.6,66.83,32.67,4980.31,97958.87,1032695.67,5,7,12,32
244-67-7326,4494076547786,Brian,Powers,M,555 Ricky Highway Apt. 964,Grant,AL,35747,34.4959,-86.259,5901,"Development worker, international aid",1980-06-27,425267607163,adults_2550_male_urban.json,69025233f4d0a57e27beb39f6c79786b,2022-09-16,12:49:03,1663328943,shopping_net,53.16,0,fraud_Cormier LLC,34.190474,-87.190361,0,1,6,68877,1,1,4,0,69.01,11.88,44.56,3728.33,94385.39,644461.97,3,7,7,33
656-04-5264,4260557402845,Tammy,Howell,F,9559 Danielle Mall Apt. 307,Palo Alto,CA,94303,37.4673,-122.1388,92558,"Scientist, marine",1970-03-26,494959639991,adults_50up_female_urban.json,a4e09c1b37a210e6af1a7be85b6ad7df,2022-06-17,10:48:25,1655459305,grocery_net,12.28,0,fraud_Gutmann Ltd,38.20038,-121.667496,3,5,10,40984,6,0,4,0,63.47,11.74,66.98,2003.16,82238.59,1094652.56,3,8,13,49
232-81-5841,583935426986,Keith,Bennett,M,9898 Margaret Station,Memphis,TN,38122,35.1572,-89.9268,697385,Outdoor activities/education manager,1993-08-13,628494987339,adults_2550_male_urban.json,8051dd80e863d2d86252d4690f8336ad,2022-09-02,12:57:03,1662119823,misc_pos,9.2,0,"fraud_Terry, Johns and Bins",34.368076,-90.335084,6,8,18,52361,16,0,4,0,41.86,77.63,35.09,4963.44,13155.97,42255.02,5,15,15,32
817-80-6907,3519227166239357,Catherine,Barnes,F,7265 Wagner Villages,Clarkston,GA,30021,33.8101,-84.2388,21989,"Engineer, electronics",1999-12-27,868129600672,young_adults_female_urban.json,a6b0d51b78a6b3d082f7c28750ed944e,2022-10-29,17:36:49,1667061409,shopping_pos,2.75,0,fraud_Metz-Boehm,34.244409,-83.982808,5,7,15,54035,0,1,5,1,87.72,37.93,69.52,1907.82,46764.68,376401.08,5,8,16,21
656-82-0121,4565184760484,Nicholas,Meadows,M,8475 Braun Isle,Morganville,NJ,7751,40.3529,-74.2779,19736,Meteorologist,1983-12-27,362313085121,adults_2550_male_urban.json,67ac60f4168e422cd6eb95574a48ad0a,2022-07-28,07:59:30,1658991570,grocery_pos,47.48,0,fraud_O'Keefe-Hudson,39.696009,-73.874019,2,6,15,27614,12,0,3,0,35.86,2.59,66.43,2836.52,80332.29,586196.15,1,13,16,45
415-73-9041,2261344760948374,Rita,Roberts,F,286 Beck Garden,Maidens,VA,23102,37.7126,-77.8315,2659,"Engineer, drilling",1960-03-14,889181374719,adults_50up_female_urban.json,af7730d5f48760b7b5d606a77a81a8f2,2022-06-30,02:21:17,1656552077,grocery_pos,213.09,0,fraud_Lockman Ltd,37.914783,-77.479727,0,2,9,18690,7,0,3,0,56.72,34.13,58.03,3002.39,27104.84,294627.43,7,11,12,34
131-52-9125,4155999101577,Thomas,Mccoy,M,7229 Edwin Avenue Suite 765,Elizabeth City,NC,27909,36.2951,-76.2445,40699,Print production planner,1953-01-21,559104764810,adults_50up_male_urban.json,da423bf2a4ce38757924e1a9dddbabfd,2023-02-16,21:04:30,1676577870,kids_pets,72.93,0,"fraud_Streich, Rolfson and Wilderman",35.475074,-76.253613,4,4,10,14533,3,1,3,0,21.0,38.93,67.56,3383.42,41030.54,90154.02,6,7,7,28
887-04-0388,5397289734656332,Rebecca,Moyer,F,4217 Shelby Motorway,Mentor,OH,44060,41.6895,-81.3421,60211,Commercial horticulturist,1929-04-21,340606866254,adults_50up_female_urban.json,1eba7a5cc06d4bd1d8a6acb54aad3327,2022-11-09,11:56:29,1667991389,entertainment,81.67,0,fraud_Grimes LLC,41.236392,-81.145713,2,5,11,78704,15,0,2,0,37.9,52.12,29.34,3989.58,2202.05,961309.25,2,9,13,18
068-04-1548,3529249464177913,Adam,Mann,M,2535 Shaw Ford,Lincoln,NE,68506,40.7848,-96.6431,266032,Operational researcher,1985-12-22,452857130022,adults_2550_male_urban.json,3b01f9b168eb22d543b77bcb6233522b,2022-09-08,13:56:14,1662641774,misc_pos,322.95,0,fraud_Halvorson Group,39.825539,-96.069147,1,1,10,85783,1,1,3,0,43.98,77.91,51.29,2754.1,88322.97,597733.87,6,8,17,42
640-32-0605,676222411776,Bryan,Bell,M,7317 Bautista Turnpike,Florence,AZ,85132,32.9969,-111.3612,33556,Brewing technologist,1945-05-21,374109662745,adults_50up_male_urban.json,f44babc114f7636efe1db1a1adecd5bd,2022-11-18,00:34:58,1668728098,entertainment,71.68,0,fraud_Upton PLC,32.848985,-110.906133,0,0,7,16476,20,0,4,0,63.08,45.32,40.08,883.97,43369.96,862990.44,4,13,17,20
371-04-5058,378451454411876,Ann,Pena,F,151 Jenkins Ports,Judsonia,AR,72081,35.325,-91.6491,7798,Advertising art director,1989-07-19,727603669902,adults_2550_female_urban.json,bc71d2d6bb66d0c3a2a872992f94847b,2022-08-22,20:00:18,1661194818,shopping_net,21.06,0,"fraud_Altenwerth, Cartwright and Koss",35.912114,-91.485557,2,6,12,27082,13,0,0,0,43.85,5.68,49.41,336.01,9987.56,382334.07,3,14,14,28
049-05-3579,578743918372,Samuel,Morales,M,5481 Castro Alley,Baltimore,MD,21206,39.3365,-76.5411,635495,Archaeologist,1971-12-04,975392678519,adults_50up_male_urban.json,e31ee334ffa4c5f635ebd594d8b45d39,2023-04-12,18:11:46,1681319506,personal_care,6.22,0,fraud_Bins-Howell,39.866672,-77.45434,6,10,18,34630,4,0,2,0,78.07,41.66,56.45,4794.79,78273.55,222343.59,0,12,18,36
732-30-9958,4729622392257548510,Mark,Watkins,M,715 Lee Stream Suite 900,Union,SC,29379,34.7269,-81.6202,19186,Commercial/residential surveyor,1960-02-24,216135400009,adults_50up_male_urban.json,a1e02fd35d50ee34eeece42d4b6cd23d,2022-07-07,01:31:43,1657153903,gas_transport,11.1,1,fraud_Kling Inc,34.096025,-81.606812,6,9,16,57964,17,0,3,0,43.55,64.02,53.19,1079.48,22830.35,221869.47,6,13,19,25
292-31-6566,3534594893049404,Kelly,Franklin,F,06956 Carrie Squares,Denver,CO,80219,39.6956,-105.0341,990452,"Engineer, technical sales",1959-10-14,210003090050,adults_50up_female_urban.json,27fd0aed46e3ff6c7025d7ee41da70e1,2022-12-12,23:42:32,1670884952,health_fitness,8.71,0,fraud_Heller PLC,40.651436,-104.108903,5,10,17,22991,9,0,0,0,7.98,77.83,23.04,2339.61,4335.87,394332.65,1,1,8,31
794-01-4090,6506247026681034,Barry,Doyle,M,686 Pennington Mountain Apt. 042,Edison,NJ,8820,40.578,-74.3589,100058,"Designer, textile",2002-08-31,778996478702,young_adults_male_urban.json,0fd902f6e0e1bf53bf95fdb2b082e370,2023-04-01,17:26:17,1680366377,personal_care,19.9,0,fraud_Watsica LLC,40.508494,-74.093675,4,9,16,58498,22,1,5,1,23.51,19.81,32.52,1834.81,10194.99,859100.81,5,13,18,27
801-48-4378,3571213898302999,Don,House,M,353 Heather Mountains,Lakeside,CA,92040,32.8562,-116.9201,41281,Race relations officer,1947-05-31,716472776242,adults_50up_male_urban.json,c6cf48e1e2ad3d2a18b3a692425da4b9,2022-10-09,01:26:28,1665275188,shopping_pos,8.05,0,"fraud_Swaniawski, Lowe and Robel",32.07728,-117.795015,2,4,10,73068,12,0,6,1,47.96,26.41,24.59,4320.01,59273.8,279118.1,7,7,22,11
836-68-5686,2276008777092046,Justin,Cruz,M,4011 Wesley Shoal,Pipe Creek,TX,78063,29.6796,-98.9484,9227,Computer games developer,1991-03-19,609742662912,adults_2550_male_urban.json,159ae5bb6eec54af64665b67252745a8,2022-06-19,08:39:51,1655624391,grocery_net,117.34,0,fraud_Dach-Borer,30.649261,-98.837825,3,5,15,43102,17,0,6,1,51.31,86.86,54.13,2852.54,73390.2,480218.5,1,12,18,40
220-91-2957,3532080484593978,Carlos,Hayes,M,4966 Stephen Unions Suite 930,Anaheim,CA,92805,33.8359,-117.9086,354475,Systems analyst,1980-02-11,429728968633,adults_2550_male_urban.json,ca89b8009e4de4562cdf54231c7c87db,2022-10-14,18:37:00,1665769020,shopping_pos,1.03,0,fraud_Barrows PLC,34.754035,-118.471525,0,1,6,54009,17,0,4,0,86.51,52.39,60.03,3483.78,77939.87,1004194.13,5,12,12,19
024-95-2189,4053375990355640,Blake,Collins,M,7227 Wells Shoals Apt. 929,Edmond,OK,73013,35.6215,-97.4733,116001,Chief Executive Officer,1994-08-28,360228831377,adults_2550_male_urban.json,59214680d65daf88e1b816b052869db4,2023-03-01,13:08:40,1677672520,home,22.24,0,fraud_Lynch-Wisozk,35.796321,-97.173423,1,6,12,10634,7,0,2,0,39.47,25.55,44.2,764.39,27849.0,182268.19,1,9,23,45
734-86-1035,180032856580902,Hayley,Montoya,F,053 Barnes Burgs,Grain Valley,MO,64029,39.0274,-94.2087,16574,"Engineer, electrical",1997-12-25,318479236835,adults_2550_female_urban.json,68daebc5b6f1fa350b8010c4d931d075,2022-10-06,19:08:03,1665079683,shopping_pos,205.55,0,fraud_Jast-McDermott,38.737355,-93.327603,5,8,17,61786,16,0,3,0,56.85,41.81,46.49,4384.55,89838.9,93772.16,1,15,17,46
528-33-7019,4220042765952427,Tammy,Brown,F,896 Duncan Drive Suite 393,Burlington,CT,6013,41.7573,-72.9444,9326,Conference centre manager,1944-11-17,403616233995,adults_50up_female_urban.json,69cac1eee85a3855df736d1f6606d881,2022-06-05,08:30:27,1654414227,gas_transport,70.14,0,fraud_Huels-Nolan,41.017234,-71.954434,4,9,15,24944,9,0,6,1,45.45,78.33,10.73,2397.4,13265.81,822988.8,1,15,22,22
774-83-4133,586356218378,Valerie,Small,F,90043 Jackson Street Apt. 006,Soddy Daisy,TN,37379,35.2527,-85.163,26835,Minerals surveyor,1983-10-01,131052467983,adults_2550_female_urban.json,7f1780a6c001ec3f427636d7a92ad5b4,2022-10-28,23:55:26,1666997726,shopping_pos,33.84,0,"fraud_Schuppe, Nolan and Hoeger",36.073809,-85.381014,0,1,6,79412,8,0,4,0,3.74,85.27,45.15,1491.41,45475.68,319253.17,1,1,5,46
374-40-9766,3518265539794618,Sara,Willis,F,31753 Susan Creek,Lanesboro,MN,55949,43.7174,-91.9877,1808,Press sub,1971-12-25,241125469734,adults_50up_female_rural.json,0d3659c001cc26c5965d1c4eadd46bbe,2022-11-19,16:45:15,1668872715,entertainment,15.43,0,fraud_Stark-Batz,43.27833,-91.005887,3,7,12,29935,16,0,5,1,24.53,61.58,4.41,2028.28,13686.16,801350.96,3,12,21,23
293-46-0686,213194720769532,Robert,Ross,M,28987 Kristen Ville,Willow,AK,99688,61.8966,-150.0038,2759,Music therapist,1951-05-13,639883654033,adults_50up_male_urban.json,8439ae555aae092ac9c7d9e0092939f6,2022-06-26,11:53:34,1656240814,grocery_pos,77.11,0,fraud_Auer-Mosciski,61.526904,-150.520996,6,6,13,10313,10,0,6,1,11.42,54.71,51.54,2666.32,83685.73,913551.01,3,3,18,23
542-95-3017,4264430804773291,Stacie,Love,F,44754 Mary Plain Suite 214,Fort Collins,CO,80525,40.5384,-105.0547,175625,Quality manager,1967-10-25,321479617069,adults_50up_female_urban.json,52b6965826e3a7f46102f744a98e211f,2022-05-28,07:37:30,1653719850,gas_transport,1.9,0,"fraud_Robel, Cummerata and Prosacco",41.365513,-105.17207,4,9,17,34971,3,1,5,1,31.13,19.81,29.22,1275.72,30048.67,239981.19,1,15,21,44
408-41-4567,4027868144733,Zachary,Mitchell,M,12172 Osborn Valleys Suite 518,Huntington Beach,CA,92648,33.6773,-118.0051,190249,Special effects artist,1976-06-26,980499639968,adults_2550_male_urban.json,a6e2b8b4ee375ec1a1958a0083428ecd,2022-06-24,07:47:58,1656053278,grocery_net,67.6,0,fraud_Morar Inc,34.299999,-118.704871,5,5,14,51770,18,0,4,0,44.46,45.01,16.01,1134.61,7685.24,1085197.97,4,8,10,22
535-66-6276,4060019953926,Jorge,Butler,M,316 Eric Hills,Salt Lake City,UT,84106,40.7056,-111.8548,594043,Volunteer coordinator,1999-09-16,587279325396,young_adults_male_urban.json,5d36e163e6a49cc3ec954c4be27e1d4b,2022-07-06,03:12:03,1657073523,grocery_pos,58.55,0,fraud_Wolf Inc,39.952505,-111.466039,6,11,18,65766,8,0,2,0,58.75,87.11,9.75,483.03,69552.6,420762.3,0,1,13,16
573-87-4234,4059291900795,Jared,Newman,M,21533 Connor Lock Apt. 506,Robbins,IL,60472,41.6423,-87.7089,5390,"Geologist, engineering",1978-06-01,941344751308,adults_2550_male_urban.json,c553497ebd00f7791716f17da927a22a,2023-04-26,18:43:50,1682531030,travel,30.39,0,"fraud_Kilback, Nitzsche and Leffler",41.867216,-88.280879,0,1,11,34446,22,1,2,0,34.22,16.94,35.21,2380.96,69981.72,801432.39,5,5,7,21
663-24-5340,6581732436871943,Linda,Robinson,F,260 Joseph Land Suite 454,Brecksville,OH,44141,41.3166,-81.6261,13945,Television floor manager,1996-04-01,541682704881,adults_2550_female_urban.json,ebcaaf287eada224cc72638662a790ff,2023-03-15,12:25:50,1678879550,kids_pets,36.26,0,"fraud_Streich, Rolfson and Wilderman",42.142636,-80.942258,2,7,13,4833,3,1,2,0,70.87,49.35,20.69,1372.36,85293.16,945322.22,7,10,20,22
831-78-5809,4936654552180858,Stacy,Morgan,F,634 Brown Forges Apt. 950,Los Angeles,CA,90018,34.029,-118.3152,2383912,"Nurse, learning disability",1938-11-20,28603881573,adults_50up_female_urban.json,1c1f13d0ed02d6f46373c5c7be079e1a,2023-02-11,20:13:01,1676142781,kids_pets,27.48,0,fraud_Gottlieb Group,33.959078,-117.96868,2,5,13,14701,18,0,5,1,9.22,36.21,39.34,886.89,17475.62,861032.52,4,10,11,50
179-18-0828,4986226992066617996,Jennifer,Lopez,F,9992 Jason Terrace Suite 688,Severn,MD,21144,39.1275,-76.698,31884,"Psychologist, forensic",1989-09-05,544215802406,adults_2550_female_urban.json,b53da8961687e876c7afc8b47c2c3348,2022-05-31,06:39:55,1653975595,grocery_net,20.02,0,fraud_Dach-Borer,39.880786,-75.745985,2,5,11,68802,15,0,1,0,60.75,80.65,31.61,848.95,60503.18,690707.39,3,9,16,47
693-29-7907,3510925944528798,Megan,Carson,F,813 Mueller Court Suite 791,Brooklyn,MD,21225,39.2259,-76.6153,33545,Video editor,1989-05-05,154066825424,adults_2550_female_urban.json,8046aa74a486974f9bdbaa429f1e92ae,2023-03-03,21:50:41,1677876641,kids_pets,94.54,0,fraud_Ruecker-Mayert,38.304245,-76.01415,3,6,14,13341,7,0,4,0,68.74,24.13,18.31,935.86,1465.8,12018.78,7,12,15,27
498-29-4012,3515843013134874,Shawn,White,M,4993 Thomas Squares,Shippenville,PA,16254,41.2475,-79.4332,3471,Commercial horticulturist,1935-05-11,250354695648,adults_50up_male_urban.json,5f0b142d4dee830a7ebf4edd8418971a,2022-12-08,16:51:51,1670514711,food_dining,116.86,0,fraud_Zboncak LLC,40.902551,-79.371655,2,3,13,45856,2,1,3,0,9.56,73.16,6.91,2736.49,56920.51,1080206.0,1,15,15,34
559-98-5940,342375083973175,Emma,Jackson,F,32434 Cody Ford Suite 796,Buckhannon,WV,26201,38.9755,-80.2407,19701,"Journalist, magazine",1981-03-07,480792126538,adults_2550_female_urban.json,9959c459ea75b5dc5440801eb72e97b2,2022-07-26,07:17:07,1658816227,misc_net,184.71,0,"fraud_Kerluke, Considine and Macejkovic",39.219527,-80.678739,2,4,11,13925,23,1,1,0,87.67,51.6,45.82,4469.26,32742.37,275896.0,7,15,15,22
617-62-9764,343247114627725,Sandra,Smith,F,9483 Madden Fields,Stone Mountain,GA,30083,33.7942,-84.2018,112402,Sports coach,1995-04-28,13222111088,adults_2550_female_urban.json,7de9d93bc9dfcf20eacb3f5bc0f1ae04,2022-12-07,18:37:01,1670434621,food_dining,17.56,0,fraud_O'Hara-Wilderman,33.670232,-83.905931,4,6,16,66391,19,0,2,0,53.03,26.08,14.35,3564.62,35799.99,947287.55,2,13,22,47
285-47-7816,4758202410063521,Elizabeth,Dixon,F,71052 Steven Mountain Suite 176,Louisville,KY,40299,38.1768,-85.5218,736284,Tourism officer,1994-11-22,104370432865,adults_2550_female_urban.json,309cb5e5be9ef5fbc17b48f72678534b,2022-11-30,19:34:25,1669833265,entertainment,89.34,0,fraud_Johns-Hoeger,39.006743,-86.449726,3,5,14,26950,20,0,2,0,21.88,41.43,52.04,2812.07,26896.13,562094.48,7,12,16,25
422-55-9671,4799670808974748590,Sarah,Mitchell,F,83984 Robert Gardens Suite 785,Reading,PA,19611,40.325,-75.9442,213013,"Engineer, maintenance",1968-01-02,804871150347,adults_50up_female_urban.json,e095c2254d5cfc7823acbca825ba4822,2022-07-05,04:11:36,1656990696,grocery_pos,200.98,0,"fraud_Huel, Hammes and Witting",39.664709,-76.355504,3,5,11,50423,20,0,1,0,75.85,14.02,1.21,3331.16,25193.96,118744.36,7,12,15,19
063-81-3061,4334511009060539,Aaron,Duran,M,430 Olivia Crescent Apt. 667,Los Angeles,CA,90042,34.1145,-118.1929,2383912,English as a second language teacher,1970-10-22,149441575929,adults_50up_male_urban.json,366af86f06b0ef1b8890484e618f7a82,2022-11-14,08:15:53,1668410153,entertainment,68.14,0,fraud_Dibbert-Green,34.376371,-117.908894,4,5,10,20257,0,1,0,0,33.5,50.94,15.21,4853.39,99986.34,845115.91,5,6,7,28
356-83-2998,3539717901604887,John,Berg,M,678 Tiffany Tunnel,Fresno,CA,93722,36.7918,-119.8801,570271,Catering manager,1945-02-26,419916379,adults_50up_male_urban.json,0dfba7a1ff111efedd190dd125e6a977,2022-10-31,04:14:24,1667186064,entertainment,56.46,0,"fraud_Larkin, Stracke and Greenfelder",35.906977,-120.406428,4,8,15,24430,7,0,0,0,8.17,74.36,34.11,4680.72,7709.64,1070590.77,4,4,20,19
874-75-8082,676228554520,Matthew,Evans,M,840 Jake Place Suite 097,Manchester,NH,3101,42.9929,-71.4633,113733,Dietitian,1955-12-07,669043612180,adults_50up_male_urban.json,1fdeb5453a5ced6faba9ab1a36987267,2022-06-29,06:47:01,1656481621,grocery_pos,247.36,0,fraud_Deckow-O'Conner,43.603953,-70.958346,2,7,13,23095,4,0,2,0,23.24,57.41,64.03,1826.11,48107.0,218999.73,1,14,18,40
144-12-0143,3522514557953729,Crystal,Sanders,F,1426 Lewis Ferry,Laramie,WY,82070,41.439,-105.801,35371,Water engineer,1991-09-08,519030708856,adults_2550_female_urban.json,93bb654664a4d967237eb8ed458e96d6,2023-03-06,21:07:24,1678133244,kids_pets,75.72,0,fraud_Bernier and Sons,42.357971,-104.958107,6,9,14,45184,19,0,0,0,22.56,17.67,38.38,4580.49,78891.55,982378.55,5,7,20,16
